age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration_mins,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,8.0,2.0,6.45,999.0,0.0,0.0,-2.9,92.201,-31.4,0.883,5076.2,1.0
59.0,4.0,2.0,5.0,1.0,2.0,2.0,2.0,5.0,4.0,0.483333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
32.0,4.0,1.0,5.0,0.0,2.0,1.0,1.0,7.0,2.0,1.183333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0
24.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,4.866666667,999.0,1.0,1.0,-1.7,94.055,-39.8,0.737,4991.6,1.0
31.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,12.78333333,999.0,0.0,0.0,1.4,94.465,-41.8,4.864,5228.1,2.0
38.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,11.0,4.0,24.6,999.0,0.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1.0
37.0,8.0,3.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,2.933333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,1.0
33.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,7.0,5.0,0.866666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0
27.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,7.0,1.0,2.5,999.0,0.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1.0
34.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,4.75,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
46.0,6.0,2.0,2.0,0.0,2.0,1.0,1.0,11.0,2.0,0.533333333,999.0,1.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,1.0
30.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,3.783333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1.0
31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,0.2,999.0,0.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,1.0
56.0,8.0,2.0,5.0,1.0,1.0,2.0,2.0,5.0,3.0,2.85,999.0,0.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1.0
52.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,3.05,999.0,0.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0
30.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,7.0,4.0,8.35,999.0,0.0,0.0,1.4,93.918,-42.7,4.966,5228.1,1.0
34.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,5.0,6.35,999.0,0.0,0.0,1.4,94.465,-41.8,4.947,5228.1,1.0
31.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,4.0,2.366666667,999.0,0.0,0.0,-3.4,92.431,-26.9,0.722,5017.5,2.0
33.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,11.0,5.0,8.033333333,12.0,1.0,2.0,-1.1,94.767,-50.8,1.049,4963.6,2.0
33.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,4.0,3.0,1.95,999.0,0.0,0.0,-1.8,93.075,-47.1,1.415,5099.1,1.0
30.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,8.0,1.0,0.233333333,999.0,0.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0
28.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.15,999.0,0.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,1.0
24.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,999.0,0.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1.0
41.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,6.483333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1.0
26.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,5.433333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
40.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,6.45,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
45.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,9.483333333,999.0,0.0,0.0,-3.4,92.379,-29.8,0.797,5017.5,2.0
42.0,4.0,2.0,5.0,0.0,2.0,1.0,2.0,6.0,4.0,2.666666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.866,5228.1,1.0
41.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,11.61666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0
56.0,8.0,3.0,3.0,0.0,2.0,1.0,2.0,5.0,4.0,5.216666667,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
25.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,9.683333333,999.0,2.0,1.0,-1.8,93.876,-40.0,0.699,5008.7,1.0
25.0,3.0,1.0,4.0,0.0,2.0,1.0,1.0,5.0,1.0,0.383333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1.0
33.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,10.98333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,1.0
34.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.716666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1.0
36.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,4.05,999.0,1.0,1.0,-2.9,92.469,-33.6,1.029,5076.2,1.0
75.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,7.0,4.0,3.816666667,999.0,2.0,1.0,-1.7,94.215,-40.3,0.81,4991.6,2.0
38.0,8.0,2.0,5.0,1.0,1.0,2.0,1.0,11.0,5.0,1.316666667,999.0,0.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,1.0
28.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,4.0,1.85,999.0,1.0,1.0,-2.9,92.201,-31.4,0.883,5076.2,1.0
56.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,8.0,3.0,1.7,999.0,0.0,0.0,1.4,93.444,-36.1,4.967,5228.1,1.0
58.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,5.0,0.25,999.0,0.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0
30.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,5.0,1.0,6.8,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
48.0,4.0,2.0,5.0,0.0,2.0,1.0,1.0,8.0,2.0,4.766666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0
30.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,5.0,0.883333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.959,5228.1,1.0
43.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,5.0,3.0,2.733333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1.0
33.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.083333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,1.0
36.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.266666667,999.0,1.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,1.0
54.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,7.0,4.0,9.616666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0
29.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,7.0,5.0,1.5,999.0,0.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1.0
28.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,12.0,5.0,7.566666667,999.0,1.0,1.0,-3.0,92.713,-33.0,0.71,5023.5,1.0
59.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,1.15,999.0,0.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,1.0
45.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,4.0,2.0,7.116666667,999.0,1.0,1.0,-1.8,93.075,-47.1,1.423,5099.1,1.0
32.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,8.0,3.0,0.416666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.964,5228.1,1.0
55.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,5.0,3.0,3.616666667,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
29.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,4.0,2.316666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.963,5228.1,1.0
31.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,4.283333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1.0
34.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,8.0,5.0,1.783333333,999.0,0.0,0.0,1.4,93.444,-36.1,4.964,5228.1,1.0
25.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,6.0,1.0,3.566666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1.0
35.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,12.0,4.0,1.75,4.0,3.0,2.0,-3.0,92.713,-33.0,0.707,5023.5,1.0
49.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,2.433333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
35.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,7.0,4.0,0.316666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.968,5228.1,1.0
36.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,1.083333333,999.0,1.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,1.0
29.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,11.0,4.0,4.683333333,999.0,0.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1.0
30.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,11.0,2.0,3.816666667,999.0,0.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1.0
24.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,2.0,1.9,999.0,0.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0
47.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,6.0,1.0,4.05,999.0,0.0,0.0,-2.9,92.963,-40.8,1.281,5076.2,2.0
32.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,1.333333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1.0
34.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,1.0,7.8,999.0,0.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0
34.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.683333333,999.0,1.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,1.0
39.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,2.0,1.383333333,999.0,0.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1.0
47.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,3.0,1.233333333,999.0,2.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,1.0
32.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.116666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,1.0
29.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,7.0,3.0,7.3,999.0,0.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0
57.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,6.0,5.0,0.2,999.0,0.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0
49.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,9.7,999.0,0.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1.0
42.0,5.0,2.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,12.01666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.968,5228.1,1.0
29.0,4.0,1.0,5.0,0.0,2.0,1.0,1.0,8.0,5.0,2.366666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.966,5228.1,1.0
34.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,3.733333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1.0
51.0,7.0,3.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,3.533333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1.0
47.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,4.916666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,1.0
53.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,4.116666667,999.0,2.0,1.0,-1.8,93.369,-34.8,0.646,5008.7,1.0
28.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,3.933333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1.0
27.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,10.0,3.0,3.066666667,999.0,1.0,1.0,-1.1,94.601,-49.5,1.043,4963.6,2.0
23.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,7.0,3.0,1.733333333,999.0,2.0,1.0,-1.7,94.215,-40.3,0.881,4991.6,1.0
30.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,8.0,4.0,3.333333333,999.0,1.0,1.0,-1.7,94.027,-38.3,0.904,4991.6,1.0
42.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,2.866666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,1.0
38.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,6.0,3.0,3.166666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.962,5228.1,1.0
29.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,4.083333333,999.0,0.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,1.0
44.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,0.516666667,999.0,1.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1.0
59.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,8.0,4.0,3.4,999.0,0.0,0.0,1.4,93.444,-36.1,4.968,5228.1,1.0
45.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,11.0,4.0,2.75,999.0,1.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,1.0
51.0,8.0,2.0,5.0,0.0,1.0,2.0,2.0,6.0,4.0,1.55,999.0,0.0,0.0,1.4,94.465,-41.8,4.955,5228.1,1.0
28.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,1.0,1.9,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
29.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,8.0,3.0,1.566666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.964,5228.1,1.0
28.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,4.0,7.95,999.0,1.0,1.0,-1.8,93.075,-47.1,1.483,5099.1,1.0
29.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,3.85,999.0,0.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,1.0
40.0,4.0,1.0,4.0,0.0,2.0,1.0,2.0,6.0,1.0,2.366666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1.0
43.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.683333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,1.0
54.0,8.0,2.0,5.0,1.0,1.0,2.0,1.0,7.0,2.0,3.633333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0
42.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,6.166666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,1.0
55.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,5.6,999.0,1.0,1.0,-1.8,92.893,-46.2,1.244,5099.1,1.0
49.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,3.0,2.016666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0
52.0,5.0,2.0,5.0,0.0,2.0,2.0,1.0,8.0,1.0,1.4,999.0,0.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0
32.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,5.0,0.866666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.966,5228.1,1.0
23.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,7.0,1.0,1.15,999.0,0.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1.0
34.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,11.0,4.0,0.7,999.0,0.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1.0
36.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,1.633333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0
54.0,4.0,1.0,5.0,0.0,1.0,1.0,1.0,8.0,4.0,3.633333333,999.0,0.0,0.0,1.4,93.444,-36.1,4.968,5228.1,1.0
39.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,0.85,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
50.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,0.95,999.0,0.0,0.0,-1.1,94.199,-37.5,0.877,4963.6,1.0
30.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,3.016666667,999.0,0.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,2.0
27.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,19.5,999.0,0.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1.0
32.0,4.0,3.0,5.0,1.0,2.0,1.0,2.0,5.0,4.0,2.45,999.0,0.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1.0
54.0,5.0,2.0,5.0,0.0,1.0,1.0,2.0,6.0,1.0,1.183333333,999.0,0.0,0.0,1.4,94.465,-41.8,4.96,5228.1,1.0
40.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,2.25,999.0,0.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0
50.0,3.0,2.0,5.0,0.0,2.0,1.0,1.0,5.0,4.0,2.616666667,999.0,1.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,1.0
35.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,2.433333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1.0
26.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,9.0,2.0,5.916666667,999.0,1.0,1.0,-1.1,94.199,-37.5,0.881,4963.6,1.0
45.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,8.0,3.0,1.65,999.0,0.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0
28.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,999.0,0.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1.0
28.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.683333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
50.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,2.016666667,999.0,0.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1.0
31.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,5.0,0.916666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0
34.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,5.0,1.9,999.0,0.0,0.0,1.4,93.444,-36.1,4.964,5228.1,1.0
56.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,2.0,6.133333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0
29.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.716666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0
58.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,8.0,3.0,3.883333333,999.0,0.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0
46.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.85,999.0,0.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1.0
35.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,2.183333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1.0
34.0,8.0,2.0,5.0,0.0,2.0,1.0,1.0,5.0,4.0,4.683333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1.0
39.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,4.95,999.0,0.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,1.0
40.0,8.0,2.0,0.0,1.0,2.0,1.0,1.0,11.0,4.0,2.75,999.0,1.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,1.0
40.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,8.0,2.0,1.95,999.0,0.0,0.0,1.4,93.444,-36.1,4.966,5228.1,1.0
54.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,7.0,4.0,1.183333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0
25.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.566666667,999.0,0.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,1.0
40.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,9.0,5.0,2.583333333,999.0,0.0,0.0,-3.4,92.379,-29.8,0.773,5017.5,1.0
49.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,6.0,4.0,1.116666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.958,5228.1,1.0
41.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,9.0,4.0,3.8,999.0,1.0,1.0,-1.1,94.199,-37.5,0.879,4963.6,1.0
32.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,9.15,999.0,0.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1.0
44.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,6.0,5.0,0.65,999.0,0.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0
41.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,22.66666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.96,5228.1,2.0
30.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,8.0,2.0,7.216666667,999.0,0.0,0.0,1.4,93.444,-36.1,4.966,5228.1,1.0
27.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,5.866666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,1.0
41.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,2.533333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1.0
36.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,5.0,3.0,0.633333333,999.0,1.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1.0
54.0,7.0,2.0,5.0,1.0,2.0,2.0,1.0,11.0,2.0,2.233333333,999.0,0.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1.0
30.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,2.75,999.0,1.0,1.0,-1.8,93.876,-40.0,0.668,5008.7,1.0
25.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,8.0,5.0,1.35,999.0,1.0,1.0,-2.9,92.201,-31.4,0.825,5076.2,1.0
42.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,0.983333333,999.0,0.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1.0
36.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,4.25,999.0,0.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,1.0
45.0,4.0,2.0,5.0,0.0,2.0,1.0,2.0,5.0,2.0,1.65,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
38.0,5.0,2.0,5.0,0.0,1.0,1.0,2.0,5.0,4.0,4.283333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1.0
38.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,2.666666667,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
34.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,1.3,999.0,0.0,0.0,1.4,94.465,-41.8,4.967,5228.1,1.0
44.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,5.0,3.0,3.616666667,999.0,1.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,1.0
37.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,0.616666667,999.0,0.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,1.0
39.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,10.83333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0
57.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,3.833333333,999.0,0.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1.0
34.0,5.0,2.0,5.0,0.0,2.0,1.0,1.0,7.0,3.0,1.066666667,999.0,0.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0
25.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,1.866666667,999.0,0.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1.0
52.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,2.533333333,999.0,1.0,1.0,-1.8,93.075,-47.1,1.435,5099.1,1.0
23.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,1.733333333,999.0,0.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1.0
57.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,1.683333333,999.0,0.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0
50.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,11.0,5.0,3.433333333,999.0,0.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,1.0
46.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,6.0,1.0,1.05,999.0,0.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1.0
43.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,3.0,5.65,999.0,0.0,0.0,1.1,93.994,-36.4,4.858,5191.0,1.0
38.0,8.0,3.0,5.0,1.0,1.0,1.0,1.0,11.0,1.0,2.266666667,999.0,1.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,1.0
